pestisit_adi,kullanildigi_urun,mrl_limiti
Tebuconazole,Leek,0.7
Tebuconazole,Cucumber,0.2
Tebuconazole,Peach,2.0
Tebuconazole,Tomato,0.7
Tebuconazole,Cotton seed,2.0
Tebuconazole,Prunes,3.0
Tebuconazole,Passion fruit,0.1
Tebuconazole,Peanut fodder,40.0
Tebuconazole,Tree nuts (group),0.05
Tebuconazole,Cauliflower,0.05
Tebuconazole,Rape seed,0.3
Tebuconazole,"Peppers chili, dried",10.0
Tebuconazole,Banana,1.5
Tebuconazole,"Barley, hay and/or straw",40.0
Tebuconazole,Nectarine,2.0
Tebuconazole,"Hops, dry",40.0
Tebuconazole,Edible offal (mammalian),0.2
Tebuconazole,Sweet corn (corn-on-the-cob),0.6
Tebuconazole,"Poultry, edible offal of",0.05
Tebuconazole,Papaya,2.0
Tebuconazole,Apricot,2.0
Tebuconazole,Eggplant,0.1
Tebuconazole,"Peppers, sweet (including pimento or pimiento)",1.0
Tebuconazole,Garlic,0.1
Teflubenzuron,Soya bean hulls,0.2
Teflubenzuron,Maize,0.01
Teflubenzuron,Mammalian fats (except milk fats),0.01
Teflubenzuron,Edible offal (mammalian),0.01
Teflubenzuron,Lemons and limes (including citron) (subgroup),0.5
Teflubenzuron,Coffee beans,0.3
Teflubenzuron,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.5
Teflubenzuron,Papaya,0.4
Teflubenzuron,Meat (from mammals other than marine mammals),0.01
Teflubenzuron,Cauliflower,0.01
Teflubenzuron,Cucumber,0.5
Teflubenzuron,Sunflower seed,0.3
Teflubenzuron,Eggs,0.01
Teflubenzuron,Poultry fats,0.01
Teflubenzuron,Tomato,1.5
Teflubenzuron,Melons (except watermelon),0.3
Teflubenzuron,Soya bean (dry),0.05
Teflubenzuron,Gherkin,1.5
Teflubenzuron,Apple,0.5
Teflubenzuron,"Orange oil, edible",126.0
Teflubenzuron,Sugar cane,0.01
Teflubenzuron,Grapes,0.7
Teflubenzuron,Milk fats,0.01
Teflubenzuron,"Poultry, edible offal of",0.01
Teflubenzuron,"Maize oil, edible",0.01
Teflubenzuron,"Milk of cattle, goats & sheep",0.01
Teflubenzuron,Poultry meat,0.01
Tolclofos-Methyl,Meat (from mammals other than marine mammals),0.01
Tolclofos-Methyl,Milks,0.01
Tolclofos-Methyl,Leafy greens (subgroup),0.7
Tolclofos-Methyl,Poultry meat,0.01
Tolclofos-Methyl,Mammalian fats (except milk fats),0.01
Tolclofos-Methyl,Edible offal (mammalian),0.01
Tolclofos-Methyl,Potato,0.3
Tolclofos-Methyl,Poultry fats,0.01
Tolclofos-Methyl,Eggs,0.01
Tolclofos-Methyl,"Poultry, edible offal of",0.01
Fenpyroximate,"Lemons and limes, edible oil refined",150.0
Fenpyroximate,Edible offal (mammalian),0.8
Fenpyroximate,Avocado,0.2
Fenpyroximate,"Hops, dry",15.0
Fenpyroximate,Lemons and limes (including citron) (subgroup),1.0
Fenpyroximate,"Pummelo and grapefruit, dried pulp",3.0
Fenpyroximate,"Tea, green, black (black, fermented and dried)",8.0
Fenpyroximate,Apple,0.2
Fenpyroximate,Potato,0.05
Fenpyroximate,"Pummelo and grapefruit, oil",80.0
Fenpyroximate,Maize,0.01
Fenpyroximate,Tomatoes (subgroup),0.3
Fenpyroximate,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.5
Fenpyroximate,Plums (including fresh prunes) (subgroup),0.05
Fenpyroximate,"Lemon and Lime, dried pulp",6.0
Fenpyroximate,Cucumber,0.3
Fenpyroximate,Tree nuts (group),0.05
Fenpyroximate,Pear,0.2
Fenpyroximate,"Grape, dried (= Currants, Raisins and Sultanas)",0.2
Fenpyroximate,Maize fodder (dry),5.0
Fenpyroximate,Eggplants (subgroup),0.3
Fenpyroximate,Melons (except watermelon),0.2
Fenpyroximate,Strawberry,0.3
Fenpyroximate,Grapes,0.1
Fenpyroximate,Succulent beans without pods (subgroup),0.05
Fenpyroximate,Coffee beans,0.07
Fenpyroximate,Peppers (subgroup),0.2
Fenpyroximate,"Squash, summer",0.06
Fenpyroximate,Meat (from mammals other than marine mammals),0.2
Fenpyroximate,Beans with pods (subgroup),0.5
Fenpyroximate,"Apples, dried",1.0
Fenpyroximate,Stone fruits (group),0.4
Fenpyroximate,Prunes,0.15
Fenpyroximate,Milks,0.01
Fenpyroximate,Mammalian fats (except milk fats),0.2
Haloxyfop,Peas (dry),0.2
Haloxyfop,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),0.5
Haloxyfop,"Poultry, edible offal of",0.7
Haloxyfop,Banana,0.02
Haloxyfop,Meat (from mammals other than marine mammals),0.5
Haloxyfop,Coffee beans,0.02
Haloxyfop,"Onion, bulb",0.2
Haloxyfop,Citrus fruits (group),0.02
Haloxyfop,"Peas, shelled (succulent seeds)",1.0
Haloxyfop,Sunflower seed,0.3
Haloxyfop,Peanut fodder,5.0
Haloxyfop,Milk fats,7.0
Haloxyfop,Bean (dry),3.0
Haloxyfop,Poultry meat,0.7
Haloxyfop,Cotton seed,0.7
Haloxyfop,Edible offal (mammalian),2.0
Haloxyfop,Pome fruits (group),0.02
Haloxyfop,Sugar beet,0.4
Haloxyfop,Eggs,0.1
Haloxyfop,Fodder beet,0.4
Haloxyfop,Peas (pods and succulent=immature seeds),0.7
Haloxyfop,Soya bean (dry),2.0
Haloxyfop,Grapes,0.02
Haloxyfop,Rape seed,3.0
Haloxyfop,Milks,0.3
Haloxyfop,Chick-pea (dry),0.05
Haloxyfop,Stone fruits (group),0.02
Flumethrin,Cattle milk,0.05
Flumethrin,Cattle meat,0.2
Tebufenozide,"Grape, dried (= Currants, Raisins and Sultanas)",2.0
Tebufenozide,Cattle milk,0.05
Tebufenozide,Blueberries,3.0
Tebufenozide,Peppers (subgroup),1.0
Tebufenozide,Poultry meat,0.02
Tebufenozide,Cranberry,0.5
Tebufenozide,Meat (from mammals other than marine mammals),0.05
Tebufenozide,Milks,0.01
Tebufenozide,"Peppers chili, dried",10.0
Tebufenozide,Eggs,0.02
Tebufenozide,Almond hulls,30.0
Tebufenozide,Leafy vegetables (group),10.0
Tebufenozide,Peach,0.5
Tebufenozide,"Cabbages, head",5.0
Tebufenozide,Avocado,1.0
Tebufenozide,Almonds,0.05
Tebufenozide,Walnuts,0.05
Tebufenozide,"Raspberries, red, black",2.0
Tebufenozide,Mints,20.0
Tebufenozide,Rape seed,2.0
Tebufenozide,Sugar cane,1.0
Tebufenozide,Pome fruits (group),1.0
Tebufenozide,Edible offal (mammalian),0.02
Tebufenozide,"Rice, husked",0.1
Tebufenozide,Broccoli,0.5
Tebufenozide,Grapes,2.0
Tebufenozide,Pecan,0.01
Tebufenozide,Kiwifruit,0.5
Tebufenozide,Citrus fruits (group),2.0
Tebufenozide,Nectarine,0.5
Tebufenozide,Tomato,1.0
Fenbuconazole,Plums (including fresh prunes) (subgroup),0.3
Fenbuconazole,Apricot,0.5
Fenbuconazole,Eggs,0.01
Fenbuconazole,Citrus fruits (group),0.5
Fenbuconazole,"Tea, green, black (black, fermented and dried)",30.0
Fenbuconazole,"Peppers chili, dried",2.0
Fenbuconazole,Peanut fodder,15.0
Fenbuconazole,Melons (except watermelon),0.2
Fenbuconazole,"Squash, summer",0.05
Fenbuconazole,Rape seed,0.05
Fenbuconazole,Meat (from mammals other than marine mammals),0.01
Fenbuconazole,Rye,0.1
Fenbuconazole,Cherries (subgroup),1.0
Fenbuconazole,Pome fruits (group),0.5
Fenbuconazole,Blueberries,0.5
Fenbuconazole,Peach,0.5
Fenbuconazole,Grapes,1.0
Fenbuconazole,"Wheat, hay and/or straw",3.0
Fenbuconazole,Almond hulls,3.0
Fenbuconazole,"Barley bran, unprocessed",1.0
Fenbuconazole,Cranberry,1.0
Fenbuconazole,Wheat,0.1
Fenbuconazole,Lemons and limes (including citron) (subgroup),1.0
Fenbuconazole,Peanut,0.1
Fenbuconazole,Cucumber,0.2
Fenbuconazole,"Barley, hay and/or straw",3.0
Fenbuconazole,Tree nuts (group),0.01
Fenbuconazole,Edible offal (mammalian),0.1
Fenbuconazole,Milks,0.01
Fenbuconazole,"Citrus oil, edible",30.0
Fenbuconazole,Sweet corn fodder,1.0
Fenbuconazole,Peppers (subgroup),0.6
Fenbuconazole,Poultry meat,0.01
Fenbuconazole,"Citrus pulp, dried",4.0
Fenbuconazole,Banana,0.05
Fenbuconazole,"Poultry, edible offal of",0.01
Fenbuconazole,Sunflower seed,0.05
Fenbuconazole,Barley,0.2
Fenbuconazole,"Lemons and limes, edible oil refined",60.0
Kresoxim-Methyl,Milks,0.02
Kresoxim-Methyl,"Poultry, edible offal of",0.02
Kresoxim-Methyl,"Peppers, sweet (including pimento or pimiento)",0.3
Kresoxim-Methyl,Garlic,0.01
Kresoxim-Methyl,Mango,0.1
Kresoxim-Methyl,Grapes,1.5
Kresoxim-Methyl,Poultry fats,0.02
Kresoxim-Methyl,"Olive oil, virgin",1.0
Kresoxim-Methyl,Eggs,0.02
Kresoxim-Methyl,Edible offal (mammalian),0.05
Kresoxim-Methyl,Peach,1.5
Kresoxim-Methyl,Pome fruits (group),0.15
Kresoxim-Methyl,Meat (from mammals other than marine mammals),0.02
Kresoxim-Methyl,"Barley, similar grains, and pseudocereals with husks (subgroup)",0.15
Kresoxim-Methyl,Leek,10.0
Kresoxim-Methyl,Poultry meat,0.02
Kresoxim-Methyl,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),3.0
Kresoxim-Methyl,Table olives,0.2
Kresoxim-Methyl,"Wheat, similar grains, and pseudocereals without husks (subgroup)",0.05
Kresoxim-Methyl,"Grape, dried (= Currants, Raisins and Sultanas)",3.0
Kresoxim-Methyl,Pecan,0.05
Kresoxim-Methyl,Turnip,0.05
Kresoxim-Methyl,"Currants, black, red, white",0.9
Kresoxim-Methyl,"Fruiting vegetables, cucurbits (group)",0.5
Kresoxim-Methyl,Olives for oil production,0.2
Kresoxim-Methyl,Mammalian fats (except milk fats),0.02
Kresoxim-Methyl,Beetroot,0.05
Kresoxim-Methyl,Sugar beet,0.05
Pyriproxyfen,Cattle meat,0.01
Pyriproxyfen,"Squash, summer",0.04
Pyriproxyfen,"Goat, edible offal of",0.01
Pyriproxyfen,"Cattle, edible offal of",0.01
Pyriproxyfen,Cucumber,0.04
Pyriproxyfen,Cotton seed,0.05
Pyriproxyfen,Gherkin,0.04
Pyriproxyfen,Citrus fruits (group),0.5
Pyriproxyfen,Melons (except watermelon),0.07
Pyriproxyfen,"Cotton seed oil, crude",0.01
Pyriproxyfen,Pineapple,0.01
Pyriproxyfen,Papaya,0.3
Pyriproxyfen,Eggplant,0.6
Pyriproxyfen,"Cotton seed oil, edible",0.01
Pyriproxyfen,Goat meat,0.01
Pyriproxyfen,"Peppers chili, dried",6.0
Pyriproxyfen,Peppers (subgroup),0.6
Pyriproxyfen,Tomato,0.4
Pyriproxyfen,Mango,0.02
Chlorpropham,"Cattle, edible offal of",0.01
Chlorpropham,Milk fats,0.02
Chlorpropham,Potato,30.0
Chlorpropham,Milks,0.01
Chlorpropham,Cattle meat,0.1
Fipronil,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",0.02
Fipronil,Triticale,0.0020
Fipronil,Cattle milk,0.02
Fipronil,Sugar beet,0.2
Fipronil,Cattle kidney,0.02
Fipronil,Eggs,0.02
Fipronil,Barley,0.0020
Fipronil,Poultry meat,0.01
Fipronil,Rice,0.01
Fipronil,"Basil, leaves",1.5
Fipronil,Rye,0.0020
Fipronil,Cattle liver,0.1
Fipronil,Cattle meat,0.5
Fipronil,Oats,0.0020
Fipronil,Maize fodder (dry),0.1
Fipronil,Sunflower seed,0.0020
Fipronil,Banana,0.0050
Fipronil,"Cabbages, head",0.02
Fipronil,"Poultry, edible offal of",0.02
Fipronil,"Rice, hay and/or straw",0.2
Fipronil,Potato,0.02
Fipronil,Maize,0.01
Fipronil,Wheat,0.0020
Spinosad,Meat (from mammals other than marine mammals),2.0
Spinosad,Dewberries (including boysenberry and loganberry),1.0
Spinosad,Cotton seed,0.01
Spinosad,Cereal grains (group),1.0
Spinosad,Grapes,0.5
Spinosad,Legume vegetables (group),0.3
Spinosad,Sweet corn (corn-on-the-cob),0.01
Spinosad,Edible offal (mammalian),0.5
Spinosad,Kiwifruit,0.05
Spinosad,Cattle kidney,1.0
Spinosad,Brassica vegetables (except Brassica leafy vegetables) (group),2.0
Spinosad,"Cotton seed oil, edible",0.01
Spinosad,"Raspberries, red, black",1.0
Spinosad,Peppers (subgroup),0.3
Spinosad,Soya bean (dry),0.01
Spinosad,Citrus fruits (group),0.3
Spinosad,"Fruiting vegetables, cucurbits (group)",0.2
Spinosad,Tomato,0.3
Spinosad,Blackberries,1.0
Spinosad,Leafy vegetables (group),10.0
Spinosad,Apple,0.1
Spinosad,Blueberries,0.4
Spinosad,Cattle milk,1.0
Spinosad,Potato,0.01
Spinosad,Cattle milk fat,5.0
Spinosad,Tree nuts (group),0.07
Spinosad,Celery,2.0
Spinosad,Passion fruit,0.7
Spinosad,Cattle liver,2.0
Spinosad,"Peppers chili, dried",3.0
Spinosad,Maize fodder (dry),5.0
Spinosad,"Wheat, hay and/or straw",1.0
Spinosad,Spring onion,4.0
Spinosad,Cranberry,0.02
Spinosad,Poultry meat,0.2
Spinosad,"Wheat bran, unprocessed",2.0
Spinosad,Eggs,0.01
Spinosad,Cattle meat,3.0
Spinosad,Stone fruits (group),0.2
Spinosad,"Cotton seed oil, crude",0.01
Spinosad,"Grape, dried (= Currants, Raisins and Sultanas)",1.0
Spinosad,"Onion, bulb",0.1
Esfenvalerate,"Wheat, hay and/or straw",2.0
Esfenvalerate,Rape seed,0.01
Esfenvalerate,Wheat,0.05
Esfenvalerate,Cotton seed,0.05
Esfenvalerate,"Poultry, edible offal of",0.01
Esfenvalerate,Poultry meat,0.01
Esfenvalerate,Tomato,0.1
Esfenvalerate,Eggs,0.01
Imidacloprid,Cereal grains (group),0.05
Imidacloprid,"Peppers chili, dried",10.0
Imidacloprid,Eggplant,0.2
Imidacloprid,Citrus fruits (group),1.0
Imidacloprid,"Oat straw and fodder, dry",1.0
Imidacloprid,Strawberry,0.5
Imidacloprid,Tomato,0.5
